motionName,info
6thBeyonderSecond,"[{'action': 'swingT2', 'frame': '0', 'delay': '-60'}, {'action': 'swingT2', 'frame': '0', 'delay': '-60', 'pos': '-39, -89', 'rotation': '90'}, {'action': 'swingT2', 'frame': '0', 'delay': '-60', 'pos': '-13, -170', 'rotation': '180'}, {'action': 'swingT2', 'frame': '0', 'delay': '-60', 'pos': '46, -141', 'rotation': '270'}, {'action': 'swingPF', 'frame': '2', 'delay': '-60', 'pos': '28, -77'}, {'action': 'swingT2', 'frame': '0', 'delay': '-60', 'pos': '11, -101'}, {'action': 'swingT2', 'frame': '2', 'delay': '120', 'pos': '10, 0'}]"
6thBeyonderThird,"[{'action': 'stabT2', 'frame': '2', 'delay': '-60'}, {'action': 'swingPF', 'frame': '3', 'delay': '-60', 'pos': '-35, 0'}, {'action': 'swingPF', 'frame': '3', 'delay': '-60', 'pos': '44, 0'}, {'action': 'stabT2', 'frame': '1', 'delay': '-60', 'pos': '8, 0'}, {'action': 'swingPF', 'frame': '2', 'delay': '60', 'pos': '17, -84'}, {'action': 'swingPF', 'frame': '2', 'delay': '60', 'pos': '17, -102'}, {'action': 'swingPF', 'frame': '2', 'delay': '60', 'pos': '17, -104'}, {'action': 'swingPF', 'frame': '2', 'delay': '60', 'pos': '17, -105'}, {'action': 'stabTF', 'frame': '0', 'delay': '60', 'pos': '17, -84'}, {'action': 'swingPF', 'frame': '1', 'delay': '60', 'pos': '16, 0'}]"
6thFlameSweep,"[{'action': 'swingO2', 'frame': '0', 'delay': '-240', 'pos': '1, 0'}, {'action': 'swingO2', 'frame': '2', 'delay': '540', 'pos': '2, 0'}]"
6thFlameSweep2,"[{'action': 'swingO2', 'frame': '0', 'delay': '-240', 'pos': '1, 0'}, {'action': 'swingO2', 'frame': '2', 'delay': '540', 'pos': '2, 0'}]"
6thForsakenRelic,"[{'action': 'alert', 'frame': '2', 'delay': '60'}, {'action': 'shoot1', 'frame': '0', 'delay': '60'}, {'action': 'shoot1', 'frame': '1', 'delay': '60'}, {'action': 'shootF', 'frame': '1', 'delay': '60', 'pos': '3, 0'}, {'action': 'shootF', 'frame': '1', 'delay': '60', 'pos': '4, 0'}, {'action': 'shootF', 'frame': '1', 'delay': '60', 'pos': '5, 0'}, {'action': 'shootF', 'frame': '1', 'delay': '60', 'pos': '6, 0'}, {'action': 'blink', 'frame': '0', 'delay': '5580'}, {'action': 'shootF', 'frame': '1', 'delay': '540'}]"
6thSpiritCaliber,"[{'action': 'alert', 'frame': '2', 'delay': '60'}, {'action': 'swingOF', 'frame': '2', 'delay': '60', 'pos': '50, -106', 'rotation': '270'}, {'action': 'swingOF', 'frame': '2', 'delay': '60', 'pos': '-31, -150', 'rotation': '180'}, {'action': 'swingOF', 'frame': '2', 'delay': '60', 'pos': '-58, -76', 'rotation': '90'}, {'action': 'swingOF', 'frame': '2', 'delay': '60', 'pos': '30, -78'}, {'action': 'blink', 'frame': '0', 'delay': '5700'}, {'action': 'swingOF', 'frame': '2', 'delay': '120', 'pos': '30, -78'}, {'action': 'swingOF', 'frame': '3', 'delay': '960', 'pos': '31, 0'}]"
6thStormArrowPre,"[{'action': 'shoot1', 'frame': '1', 'delay': '60'}, {'action': 'shoot1', 'frame': '1', 'delay': '60'}]"
6thStormArrowLoop,"[{'action': 'shoot1', 'frame': '1', 'delay': '300'}, {'action': 'shoot1', 'frame': '1', 'delay': '150'}, {'action': 'shoot1', 'frame': '1', 'delay': '350'}]"
6thCardinalBlast,"[{'action': 'swingOF', 'frame': '1', 'delay': '30'}, {'action': 'swingT1', 'frame': '1', 'delay': '30', 'pos': '-15, 0'}, {'action': 'swingPF', 'frame': '1', 'delay': '30', 'pos': '-27, 0'}, {'action': 'swingPF', 'frame': '0', 'delay': '150', 'pos': '-26, 0'}, {'action': 'swingT1', 'frame': '2', 'delay': '60', 'pos': '28, 0'}, {'action': 'swingT1', 'frame': '2', 'delay': '60', 'pos': '32, 0'}, {'action': 'swingT1', 'frame': '2', 'delay': '60', 'pos': '33, 0'}, {'action': 'alert', 'frame': '2', 'delay': '60'}]"
6thFrozenLightning,"[{'action': 'alert', 'frame': '0', 'delay': '180'}, {'action': 'blink', 'frame': '0', 'delay': '3600'}, {'action': 'alert', 'frame': '0', 'delay': '240'}]"
6thMaestro,"[{'action': 'alert', 'frame': '0', 'delay': '240'}, {'action': 'blink', 'frame': '0', 'delay': '6300'}, {'action': 'alert', 'frame': '0', 'delay': '840'}]"
6thLiberateNeptunus,"[{'action': 'alert', 'frame': '0', 'delay': '600'}, {'action': 'blink', 'frame': '0', 'delay': '3660'}, {'action': 'alert', 'frame': '0', 'delay': '600'}]"
6thWindCutter,"[{'action': 'swingT2', 'frame': '2', 'delay': '-90'}, {'action': 'swingTF', 'frame': '0', 'delay': '90', 'pos': '-15, 0'}, {'action': 'swingT2', 'frame': '2', 'delay': '90', 'pos': '-16, 0'}, {'action': 'swingT3', 'frame': '1', 'delay': '90'}, {'action': 'swingT2', 'frame': '2', 'delay': '90'}, {'action': 'swingT2', 'frame': '2', 'delay': '90'}, {'action': 'swingT2', 'frame': '2', 'delay': '90'}, {'action': 'swingT3', 'frame': '0', 'delay': '90', 'pos': '-11, 0'}]"
6thWindCrash,"[{'action': 'swingT3', 'frame': '0', 'delay': '-90'}, {'action': 'swingTF', 'frame': '1', 'delay': '-90', 'pos': '7, 1'}, {'action': 'swingT2', 'frame': '0', 'delay': '-90', 'pos': '8, 0'}, {'action': 'swingT2', 'frame': '2', 'delay': '90', 'pos': '11, 0'}, {'action': 'swingT2', 'frame': '2', 'delay': '90', 'pos': '11, 0'}, {'action': 'swingT3', 'frame': '1', 'delay': '90', 'pos': '4, 0'}, {'action': 'swingT3', 'frame': '0', 'delay': '90'}, {'action': 'swingT3', 'frame': '0', 'delay': '90'}, {'action': 'swingT3', 'frame': '0', 'delay': '90'}]"
6thStormBreak,"[{'action': 'swingT3', 'frame': '0', 'delay': '-90'}, {'action': 'swingT3', 'frame': '1', 'delay': '-90', 'pos': '4, 0'}, {'action': 'swingT3', 'frame': '2', 'delay': '-90', 'pos': '3, -16'}, {'action': 'swingTF', 'frame': '1', 'delay': '-90', 'pos': '7, -20'}, {'action': 'swingTF', 'frame': '2', 'delay': '90', 'pos': '9, -10'}, {'action': 'swingT2', 'frame': '2', 'delay': '90', 'pos': '11, 0'}, {'action': 'swingT2', 'frame': '2', 'delay': '90', 'pos': '11, 0'}, {'action': 'swingT2', 'frame': '2', 'delay': '90', 'pos': '11, 0'}, {'action': 'swingT2', 'frame': '2', 'delay': '90', 'pos': '11, 0'}, {'action': 'swingT2', 'frame': '2', 'delay': '90', 'pos': '11, 0'}]"
6thGigaStrike,"[{'action': 'swingT2', 'frame': '0', 'delay': '-90'}, {'action': 'swingT2', 'frame': '0', 'delay': '-90', 'pos': '1, 0'}, {'action': 'swingT2', 'frame': '0', 'delay': '-90', 'pos': '1, 0'}, {'action': 'swingT2', 'frame': '2', 'delay': '90', 'pos': '-22, 1'}, {'action': 'swingT2', 'frame': '2', 'delay': '90', 'pos': '-22, 0'}, {'action': 'swingT2', 'frame': '2', 'delay': '90', 'pos': '-22, 0'}, {'action': 'swingT2', 'frame': '2', 'delay': '90', 'pos': '-22, 0'}]"
6thJumpingCrash,"[{'action': 'swingT2', 'frame': '2', 'delay': '-3'}, {'action': 'swingPF', 'frame': '2', 'delay': '-27', 'pos': '13, -65'}, {'action': 'swingPF', 'frame': '2', 'delay': '-90', 'pos': '13, -65'}, {'action': 'swingPF', 'frame': '2', 'delay': '-90', 'pos': '13, -75'}, {'action': 'swingT1', 'frame': '0', 'delay': '-90', 'pos': '-6, -98'}, {'action': 'swingT1', 'frame': '2', 'delay': '90'}, {'action': 'swingT1', 'frame': '2', 'delay': '90'}, {'action': 'swingT1', 'frame': '2', 'delay': '90'}, {'action': 'swingT1', 'frame': '2', 'delay': '90'}]"
6thEarthBreak,"[{'action': 'stabOF', 'frame': '0', 'delay': '-90'}, {'action': 'stabOF', 'frame': '1', 'delay': '-90', 'pos': '13, -15'}, {'action': 'swingTF', 'frame': '0', 'delay': '-90', 'pos': '-36, -169'}, {'action': 'swingTF', 'frame': '1', 'delay': '-90', 'pos': '-42, -192'}, {'action': 'swingTF', 'frame': '2', 'delay': '-90', 'pos': '-55, -202'}, {'action': 'swingTF', 'frame': '2', 'delay': '-90', 'pos': '-59, -200'}, {'action': 'swingTF', 'frame': '2', 'delay': '-90', 'pos': '-62, -197'}, {'action': 'swingTF', 'frame': '3', 'delay': '90', 'pos': '0, 1'}, {'action': 'swingTF', 'frame': '3', 'delay': '90', 'pos': '0, 0'}, {'action': 'swingTF', 'frame': '3', 'delay': '90', 'pos': '0, 0'}, {'action': 'swingTF', 'frame': '3', 'delay': '90', 'pos': '0, 0'}, {'action': 'swingTF', 'frame': '3', 'delay': '90', 'pos': '0, 0'}, {'action': 'swingTF', 'frame': '3', 'delay': '90', 'pos': '0, 0'}]"
6thJavelin,"[{'action': 'alert', 'frame': '0', 'delay': '-30'}, {'action': 'swingO3', 'frame': '0', 'delay': '-210'}, {'action': 'stabO1', 'frame': '1', 'delay': '-240'}, {'action': 'swingO2', 'frame': '2', 'delay': '150'}, {'action': 'swingO2', 'frame': '2', 'delay': '60'}]"
6thJavelin2,"[{'action': 'alert', 'frame': '0', 'delay': '-30'}, {'action': 'swingO3', 'frame': '0', 'delay': '-210'}, {'action': 'stabO1', 'frame': '1', 'delay': '-240'}, {'action': 'swingO2', 'frame': '2', 'delay': '150'}, {'action': 'swingO2', 'frame': '2', 'delay': '60'}]"
6thGloryWingJavelin,"[{'action': 'alert', 'frame': '0', 'delay': '-180'}, {'action': 'stabO2', 'frame': '0', 'delay': '180'}, {'action': 'stabO1', 'frame': '1', 'delay': '180'}]"
6thGloryWingJavelin2,"[{'action': 'alert', 'frame': '0', 'delay': '-180'}, {'action': 'stabO2', 'frame': '0', 'delay': '180'}, {'action': 'stabO1', 'frame': '1', 'delay': '180'}]"
6thUnlimitedCrystal,"[{'action': 'alert', 'frame': '2', 'delay': '60'}, {'action': 'swingOF', 'frame': '2', 'delay': '60', 'pos': '50, -106', 'rotation': '270'}, {'action': 'swingOF', 'frame': '2', 'delay': '60', 'pos': '-31, -150', 'rotation': '180'}, {'action': 'swingOF', 'frame': '2', 'delay': '60', 'pos': '-58, -76', 'rotation': '90'}, {'action': 'swingOF', 'frame': '2', 'delay': '60', 'pos': '30, -78'}, {'action': 'blink', 'frame': '0', 'delay': '3720'}, {'action': 'swingOF', 'frame': '2', 'delay': '120', 'pos': '30, -78'}, {'action': 'swingOF', 'frame': '3', 'delay': '960', 'pos': '31, 0'}]"
6thHolyAdvent,"[{'action': 'alert', 'frame': '2', 'delay': '120'}, {'action': 'blink', 'frame': '0', 'delay': '3240'}, {'action': 'alert', 'frame': '2', 'delay': '300'}]"
otterRapidShot,"[{'action': 'alert', 'frame': '0', 'delay': '-60'}, {'action': 'swingPF', 'frame': '1', 'delay': '180', 'pos': '8, 0'}, {'action': 'stabT2', 'frame': '2', 'delay': '180', 'pos': '19, 0'}, {'action': 'shootF', 'frame': '0', 'delay': '240', 'pos': '3, 0'}]"
otterFrozenShot,"[{'action': 'alert', 'frame': '0', 'delay': '-60'}, {'action': 'stabOF', 'frame': '2', 'delay': '540', 'pos': '20, 0'}, {'action': 'stabT2', 'frame': '2', 'delay': '60', 'pos': '-1, 0'}]"
otterRetreatShot,"[{'action': 'swingT1', 'frame': '2', 'delay': '60'}, {'action': 'fly', 'frame': '1', 'delay': '60'}, {'action': 'swingTF', 'frame': '1', 'delay': '60'}, {'action': 'swingTF', 'frame': '1', 'delay': '60'}, {'action': 'swingTF', 'frame': '1', 'delay': '60'}, {'action': 'swingTF', 'frame': '1', 'delay': '60'}, {'action': 'swingTF', 'frame': '1', 'delay': '60'}, {'action': 'swingT1', 'frame': '2', 'delay': '60'}]"
otterSwing_first,"[{'action': 'swingP1', 'frame': '0', 'delay': '-60', 'pos': '3, 0'}, {'action': 'swingP1', 'frame': '1', 'delay': '60', 'pos': '5, 0'}, {'action': 'swingP1', 'frame': '2', 'delay': '180', 'pos': '5, 0'}]"
otterSwing_second,"[{'action': 'swingPF', 'frame': '3', 'delay': '60', 'pos': '18, 0'}, {'action': 'stabT1', 'frame': '2', 'delay': '60', 'pos': '26, 0'}, {'action': 'stabT1', 'frame': '2', 'delay': '60', 'pos': '-11, 0'}, {'action': 'stabT1', 'frame': '1', 'delay': '60', 'pos': '-22, 0'}]"
otterSwing_third,"[{'action': 'swingT2', 'frame': '0', 'delay': '-60', 'pos': '-8, -150', 'rotation': '270'}, {'action': 'swingT2', 'frame': '0', 'delay': '-60', 'pos': '-51, -210', 'rotation': '180'}, {'action': 'swingT2', 'frame': '0', 'delay': '-60', 'pos': '-91, -151', 'rotation': '90'}, {'action': 'swingT2', 'frame': '0', 'delay': '-60', 'pos': '-39, -112'}, {'action': 'swingPF', 'frame': '3', 'delay': '80', 'pos': '1, 0'}, {'action': 'swingPF', 'frame': '3', 'delay': '180'}]"
otterDash,"[{'action': 'alert', 'frame': '2', 'delay': '-60'}, {'action': 'swingP1', 'frame': '1', 'delay': '-60', 'pos': '9, 0'}, {'action': 'swingP1', 'frame': '2', 'delay': '-60', 'pos': '15, 0'}, {'action': 'stabTF', 'frame': '2', 'delay': '60', 'pos': '12, -31'}, {'action': 'swingP1', 'frame': '2', 'delay': '60', 'pos': '21, -107', 'rotation': '180'}, {'action': 'swingP1', 'frame': '1', 'delay': '90', 'pos': '4, -20'}, {'action': 'alert', 'frame': '2', 'delay': '30'}, {}]"
otterSpinAttack,"[{'action': 'alert', 'frame': '2', 'delay': '60'}, {'action': 'stabT1', 'frame': '0', 'delay': '60', 'pos': '4, 0'}, {'action': 'stabT1', 'frame': '1', 'delay': '60', 'pos': '5, 0'}, {'action': 'stabT1', 'frame': '2', 'delay': '180', 'pos': '5, 0'}, {'action': 'alert', 'frame': '2', 'delay': '390'}]"
otterWindAttack,"[{'action': 'alert', 'frame': '2', 'delay': '60'}, {'action': 'swingO3', 'frame': '0', 'delay': '60'}, {'action': 'swingO3', 'frame': '1', 'delay': '60', 'pos': '9, 0'}, {'action': 'swingO3', 'frame': '2', 'delay': '60', 'pos': '10, 0'}, {'action': 'alert', 'frame': '2', 'delay': '600'}]"
otterCurse,"[{'action': 'alert', 'frame': '2', 'delay': '-60'}, {'action': 'swingO2', 'frame': '0', 'delay': '-420', 'pos': '1, 0'}, {'action': 'swingO2', 'frame': '0', 'delay': '60', 'pos': '1, 0'}, {'action': 'swingO2', 'frame': '1', 'delay': '60', 'pos': '3, 0'}, {'action': 'swingO2', 'frame': '2', 'delay': '60', 'pos': '2, 0'}, {'action': 'alert', 'frame': '2', 'delay': '180'}]"
blastMetalWhirl,"[{'action': 'swingTF', 'frame': '0', 'delay': '60'}, {'action': 'swingTF', 'frame': '1', 'delay': '60'}, {'action': 'swingTF', 'frame': '2', 'delay': '60'}, {'action': 'swingTF', 'frame': '3', 'delay': '480'}]"
blastMagneticSurge,"[{'action': 'alert', 'frame': '2', 'delay': '360'}]"
blastDeflect,"[{'action': 'alert', 'frame': '2', 'delay': '540'}]"
blastMagneticRush,"[{'action': 'swingOF', 'frame': '0', 'delay': '60', 'pos': '6, 0'}, {'action': 'stabT1', 'frame': '1', 'delay': '60', 'pos': '15, 0'}, {'action': 'stabOF', 'frame': '2', 'delay': '300', 'pos': '11, 2'}, {'action': 'swingO3', 'frame': '2', 'delay': '240', 'pos': '11, 0'}]"
blastMagneticRush2,"[{'action': 'swingOF', 'frame': '0', 'delay': '60', 'pos': '6, 0'}, {'action': 'stabT1', 'frame': '1', 'delay': '60', 'pos': '15, 0'}, {'action': 'stabOF', 'frame': '2', 'delay': '300', 'pos': '11, 2'}, {'action': 'swingO3', 'frame': '2', 'delay': '90', 'pos': '11, 0'}]"
blastNaturesGrasp,"[{'action': 'alert', 'frame': '0', 'delay': '60'}, {'action': 'stabT2', 'frame': '0', 'delay': '60', 'pos': '-4, 0'}, {'action': 'swingOF', 'frame': '3', 'delay': '540', 'pos': '23, 0'}]"
blastBlessingSeed,"[{'action': 'stand1', 'frame': '0', 'delay': '300'}, {'action': 'swingTF', 'frame': '1', 'delay': '60', 'pos': '6, 0'}, {'action': 'swingTF', 'frame': '2', 'delay': '60', 'pos': '7, 0'}, {'action': 'swingTF', 'frame': '3', 'delay': '180', 'pos': '12, 0'}, {'action': 'swingPF', 'frame': '3', 'delay': '60', 'pos': '39, 0'}, {'action': 'alert', 'frame': '0', 'delay': '60', 'pos': '-4, 0'}]"
blastFortress,"[{'action': 'alert', 'frame': '0', 'delay': '120'}, {'action': 'alert', 'frame': '1', 'delay': '120'}, {'action': 'alert', 'frame': '2', 'delay': '120'}]"
blastElectricEmission,"[{'action': 'swingO3', 'frame': '0', 'delay': '-360', 'pos': '10, 0'}, {'action': 'stabO1', 'frame': '1', 'delay': '360', 'pos': '10, 0'}]"
blastLightningStrike,"[{'action': 'alert', 'frame': '0', 'delay': '-60', 'pos': '10, 0'}, {'action': 'swingT3', 'frame': '0', 'delay': '-60', 'pos': '-2, 0'}, {'action': 'swingT3', 'frame': '1', 'delay': '-60', 'pos': '-2, 0'}, {'action': 'swingT3', 'frame': '2', 'delay': '300', 'pos': '-3, 0'}]"
blastAquaMissile,"[{'action': 'stabO2', 'frame': '0', 'delay': '-60'}, {'action': 'stabO1', 'frame': '1', 'delay': '600'}]"
blastGeyser,"[{'action': 'alert', 'frame': '0', 'delay': '-60', 'pos': '3, 0'}, {'action': 'swingOF', 'frame': '3', 'delay': '-60', 'pos': '39, 0'}, {'action': 'swingOF', 'frame': '3', 'delay': '480', 'pos': '39, 0'}]"
blastDeluge,"[{'action': 'swingOF', 'frame': '1', 'delay': '-60', 'pos': '10, -22'}, {'action': 'swingOF', 'frame': '2', 'delay': '-60', 'pos': '29, -28'}, {'action': 'swingOF', 'frame': '2', 'delay': '-60', 'pos': '29, 29'}, {'action': 'swingOF', 'frame': '3', 'delay': '1440', 'pos': '41, 0'}]"
blastAbyssalFlame,"[{'action': 'alert', 'frame': '0', 'delay': '-60', 'pos': '3, 0'}, {'action': 'swingOF', 'frame': '3', 'delay': '-600', 'pos': '39, 0'}, {'action': 'swingOF', 'frame': '3', 'delay': '1500', 'pos': '39, 0'}]"
asyaAttack0,"[{'action': 'alert', 'delay': '420'}]"
6thSoleJanusSelect,"[{'action': 'alert', 'frame': '0', 'delay': '180'}, {'action': 'alert', 'frame': '1', 'delay': '180'}, {'action': 'alert', 'frame': '2', 'delay': '180'}, {}]"
6thSoleJanusDawn,"[{'action': 'alert', 'frame': '0', 'delay': '180'}, {'action': 'alert', 'frame': '1', 'delay': '180'}, {'action': 'alert', 'frame': '2', 'delay': '180'}, {}]"
6thBoostEndHTPre,"[{}, {'action': 'stabT2', 'frame': '1', 'delay': '990'}]"
6thBoostEndHTLoop,"[{}, {'action': 'stabT2', 'frame': '1', 'delay': '450'}]"
6thBoostEndHTEnd,"[{}, {'action': 'stabT1', 'frame': '2', 'delay': '540'}]"
6thBattleShipBomber,"[{}, {'action': 'alert', 'frame': '2', 'delay': '-240'}, {'action': 'swingOF', 'frame': '3', 'delay': '150'}]"
6thTurningDrive,"[{}, {'action': 'swingT2', 'frame': '0', 'delay': '120'}, {'action': 'swingT2', 'frame': '2', 'delay': '120', 'pos': '-3, 0'}, {'action': 'stabO1', 'frame': '1', 'delay': '120', 'pos': '-26, 0'}, {'action': 'swingTF', 'frame': '0', 'delay': '120', 'pos': '-14, -2'}, {'action': 'swingT2', 'frame': '2', 'delay': '240', 'pos': '-3, 0'}]"
6thWhirlWind_pre,"[{}, {'action': 'stabO1', 'frame': '1', 'delay': '90'}, {'action': 'stabO1', 'frame': '1', 'delay': '90'}, {'action': 'stabO1', 'frame': '1', 'delay': '90'}, {'action': 'stabO1', 'frame': '1', 'delay': '90'}]"
6thWhirlWind,"[{}, {'action': 'stabO1', 'frame': '1', 'delay': '90'}, {'action': 'stabO1', 'frame': '1', 'delay': '90'}, {'action': 'stabO1', 'frame': '1', 'delay': '90'}, {'action': 'stabO1', 'frame': '1', 'delay': '90'}, {'action': 'stabO1', 'frame': '1', 'delay': '90'}, {'action': 'stabO1', 'frame': '1', 'delay': '90'}, {'action': 'stabO1', 'frame': '1', 'delay': '90'}, {'action': 'stabO1', 'frame': '1', 'delay': '90'}]"
6thRollingCurve,"[{}, {'action': 'swingT3', 'frame': '1', 'delay': '90', 'rotation': '90'}, {'action': 'swingT3', 'frame': '1', 'delay': '90', 'rotation': '180'}, {'action': 'swingT3', 'frame': '1', 'delay': '90', 'rotation': '270'}, {'action': 'swingT3', 'frame': '1', 'delay': '90'}, {'action': 'swingT3', 'frame': '1', 'delay': '90', 'rotation': '90'}, {'action': 'swingT3', 'frame': '1', 'delay': '90', 'rotation': '180'}, {'action': 'swingT3', 'frame': '1', 'delay': '90', 'rotation': '270'}, {'action': 'swingT3', 'frame': '1', 'delay': '90'}, {'action': 'swingT3', 'frame': '1', 'delay': '90', 'rotation': '90'}, {'action': 'swingT3', 'frame': '1', 'delay': '90', 'rotation': '180'}, {'action': 'swingT3', 'frame': '1', 'delay': '90', 'rotation': '270'}, {'action': 'swingT3', 'frame': '1', 'delay': '90'}, {'action': 'swingT3', 'frame': '1', 'delay': '90'}, {'action': 'swingT3', 'frame': '1', 'delay': '90'}]"
6thRollingAssaulter,"[{}, {'action': 'swingT3', 'frame': '2', 'delay': '90'}, {'action': 'swingTF', 'frame': '2', 'delay': '90'}, {'action': 'stabO1', 'frame': '1', 'delay': '90', 'pos': '-2, 0'}, {'action': 'stabO1', 'frame': '1', 'delay': '90', 'pos': '-2, 0'}, {'action': 'stabO1', 'frame': '1', 'delay': '90', 'pos': '-2, 0'}, {'action': 'stabO1', 'frame': '1', 'delay': '90', 'pos': '-2, 0'}, {'action': 'stabO1', 'frame': '1', 'delay': '90', 'pos': '-2, 0'}, {'action': 'stabO1', 'frame': '1', 'delay': '90', 'pos': '-2, 0'}, {'action': 'stabO1', 'frame': '1', 'delay': '90', 'pos': '-2, 0'}, {'action': 'stabO1', 'frame': '1', 'delay': '90', 'pos': '-2, 0'}, {'action': 'stabO1', 'frame': '1', 'delay': '90', 'pos': '-2, 0'}, {'action': 'stabO1', 'frame': '0', 'delay': '90', 'pos': '-22, 0'}, {'action': 'stabO1', 'frame': '0', 'delay': '90', 'pos': '-22, 0'}, {'action': 'stabO1', 'frame': '0', 'delay': '90', 'pos': '-22, 0'}]"
6thUltimateDrive,"[{}, {'action': 'stabT2', 'frame': '2', 'delay': '60'}, {'action': 'stabO1', 'frame': '1', 'delay': '60', 'pos': '-5, 0'}, {'action': 'swingO2', 'frame': '2', 'delay': '60', 'pos': '-10, 0'}, {'action': 'stabO2', 'frame': '1', 'delay': '60', 'pos': '-5, 0'}, {'action': 'swingT3', 'frame': '2', 'delay': '60', 'pos': '-10, 0'}, {'action': 'swingO1', 'frame': '0', 'delay': '60', 'pos': '-20, 0'}]"
6thUltimateDrivePrep,"[{}, {'action': 'swingOF', 'frame': '0', 'delay': '30', 'pos': '13, 0'}, {'action': 'swingOF', 'frame': '0', 'delay': '30', 'pos': '14, 0'}, {'action': 'swingOF', 'frame': '0', 'delay': '30', 'pos': '14, 0'}, {'action': 'swingOF', 'frame': '0', 'delay': '30', 'pos': '14, 0'}]"
6thUltimateDriveEnd,"[{}, {'action': 'swingOF', 'frame': '0', 'delay': '30', 'pos': '14, 0'}, {'action': 'swingOF', 'frame': '0', 'delay': '30', 'pos': '14, 0'}, {'action': 'swingOF', 'frame': '0', 'delay': '30', 'pos': '14, 0'}, {'action': 'swingOF', 'frame': '0', 'delay': '30', 'pos': '13, 0'}]"
6thUltimateDriveLTRB,"[{}, {'action': 'swingOF', 'frame': '0', 'delay': '180'}, {'action': 'stabT2', 'frame': '2', 'delay': '60', 'pos': '3, 0'}, {'action': 'stabO1', 'frame': '1', 'delay': '60', 'pos': '-7, 0'}, {'action': 'swingO2', 'frame': '2', 'delay': '60', 'pos': '-9, 0'}, {'action': 'stabO2', 'frame': '1', 'delay': '60', 'pos': '-7, 0'}, {'action': 'swingT3', 'frame': '2', 'delay': '60', 'pos': '-10, 0'}, {'action': 'swingO1', 'frame': '0', 'delay': '60', 'pos': '-20, 0'}, {'action': 'swingOF', 'frame': '0', 'delay': '120', 'pos': '1, 0'}, {'action': 'alert', 'frame': '0', 'delay': '120'}]"
6thChainSickle,"[{'action': 'alert', 'frame': '2', 'delay': '0'}, {'action': 'swingO2', 'frame': '0', 'delay': '-60', 'pos': '-4, 0'}, {'action': 'swingO2', 'frame': '1', 'delay': '-90', 'pos': '-1, 0'}, {'action': 'swingO1', 'frame': '0', 'delay': '-30', 'pos': '-14, 0'}, {'action': 'swingO1', 'frame': '2', 'delay': '120', 'pos': '7, 0'}, {'action': 'swingOF', 'frame': '0', 'delay': '30', 'pos': '-12, 0'}, {}]"
6thChainSickle2,"[{'action': 'alert', 'frame': '2', 'delay': '0'}, {'action': 'swingOF', 'frame': '1', 'delay': '-60', 'pos': '-29, -9'}, {'action': 'swingOF', 'frame': '1', 'delay': '-60', 'pos': '-13, -18'}, {'action': 'swingOF', 'frame': '2', 'delay': '-60', 'pos': '8, -22'}, {'action': 'swingOF', 'frame': '2', 'delay': '60', 'pos': '8, -22'}, {'action': 'stabTF', 'frame': '2', 'delay': '60', 'pos': '0, -1'}, {'action': 'swingPF', 'frame': '2', 'delay': '60'}, {'action': 'swingT1', 'frame': '2', 'delay': '120', 'pos': '12, 0'}, {'action': 'alert', 'frame': '0', 'delay': '30', 'pos': '-2, 0'}, {}]"
6thSMcosmicShower,"[{'action': 'alert', 'frame': '1', 'delay': '60'}, {'action': 'alert', 'frame': '2', 'delay': '60'}, {'action': 'alert', 'frame': '0', 'delay': '60'}, {'action': 'swingT2', 'frame': '1', 'delay': '60', 'pos': '6, 0'}, {'action': 'swingT1', 'frame': '1', 'delay': '180', 'pos': '8, 0'}, {'action': 'swingTF', 'frame': '0', 'delay': '60', 'pos': '-4, 0'}, {'action': 'swingT1', 'frame': '2', 'delay': '180', 'pos': '11, 0'}, {'action': 'alert', 'frame': '0', 'delay': '60'}]"
6thSMcosmicShower2,"[{'action': 'alert', 'frame': '2', 'delay': '60'}, {'action': 'alert', 'frame': '1', 'delay': '60'}, {'action': 'alert', 'frame': '0', 'delay': '60'}, {'action': 'swingO2', 'frame': '1', 'delay': '60', 'pos': '5, 0'}, {'action': 'swingO3', 'frame': '0', 'delay': '180', 'pos': '-1, 0'}, {'action': 'swingOF', 'frame': '1', 'delay': '60', 'pos': '0, 6'}, {'action': 'swingO2', 'frame': '2', 'delay': '180', 'pos': '6, 0'}, {'action': 'alert', 'frame': '2', 'delay': '60'}]"
6thAsuraPre,"[{}, {'action': 'stand1', 'frame': '0', 'delay': '0'}, {'action': 'stabO1', 'frame': '0', 'delay': '-90', 'pos': '49, 0'}, {'action': 'stabO1', 'frame': '0', 'delay': '-90', 'pos': '59, 0'}, {'action': 'stabO1', 'frame': '0', 'delay': '-90', 'pos': '64, 0'}, {'action': 'stabO1', 'frame': '0', 'delay': '-90', 'pos': '67, 0'}, {'action': 'stabO1', 'frame': '0', 'delay': '-90', 'pos': '68, 0'}, {'action': 'stabO1', 'frame': '0', 'delay': '-90', 'pos': '69, 0'}, {'action': 'stabO1', 'frame': '0', 'delay': '-90', 'pos': '70, 0'}, {'action': 'stabO1', 'frame': '0', 'delay': '-90', 'pos': '71, 0'}, {'action': 'swingO2', 'frame': '0', 'delay': '-90', 'pos': '62, 0'}, {'action': 'swingO2', 'frame': '1', 'delay': '-90', 'pos': '37, 0'}]"
